dialogue_id,length,has_negative,n_negative_utts,first_neg_utt,trigger_utt,trigger_reason,trigger_score,max_score,caught,false_handover,latency_utt
0,2,True,1,0,-1,ok,0.0,0.08238864791614159,False,False,
100,20,True,3,14,3,instant_strong_emotion,0.23310861020087353,0.37886259340616446,True,False,-11.0
101,4,False,0,-1,2,instant_strong_emotion,0.41760446114442196,0.41760446114442196,False,True,
102,9,True,3,0,5,instant_strong_emotion,0.21110454083741892,0.21110454083741892,True,False,5.0
103,4,True,2,2,-1,ok,0.0,0.14900319044554622,False,False,
104,2,False,0,-1,1,instant_strong_emotion,0.471444915364414,0.471444915364414,False,True,
105,3,True,3,0,0,instant_strong_emotion,0.29005299699398446,0.458510123732029,True,False,0.0
106,4,True,2,0,3,instant_strong_emotion,0.24200568508770248,0.24200568508770248,True,False,3.0
107,12,False,0,-1,-1,ok,0.0,0.10126826321562059,False,False,
108,6,True,3,0,0,instant_strong_emotion,0.4190125880519637,0.4190125880519637,True,False,0.0
109,6,True,2,2,4,instant_strong_emotion,0.3434550409019981,0.3434550409019981,True,False,2.0
10,4,True,1,0,-1,ok,0.0,0.15421166013733,False,False,
110,7,True,1,6,-1,ok,0.0,0.09250613231667522,False,False,
111,14,True,4,3,3,instant_strong_emotion,0.3301641525896612,0.41777373290127,True,False,0.0
112,18,True,4,2,1,instant_strong_emotion,0.4044328339492991,0.41777373290127,True,False,-1.0
113,13,True,8,0,0,instant_strong_emotion,0.41760446114442196,0.4461787338230151,True,False,0.0
114,5,False,0,-1,2,instant_strong_emotion,0.44611199555927533,0.44611199555927533,False,True,
115,6,True,2,2,3,instant_strong_emotion,0.41794728301183337,0.41794728301183337,True,False,1.0
116,12,True,3,2,1,instant_strong_emotion,0.37886259340616446,0.37886259340616446,True,False,-1.0
117,8,True,2,5,5,instant_strong_emotion,0.4033910233038101,0.4033910233038101,True,False,0.0
118,10,True,1,8,6,instant_strong_emotion,0.26728038405050103,0.26728038405050103,True,False,-2.0
119,5,True,1,4,1,instant_strong_emotion,0.34806209558809026,0.34806209558809026,True,False,-3.0
11,5,True,1,1,-1,ok,0.0,0.11783616472528316,False,False,
120,18,True,5,9,2,instant_strong_emotion,0.23533495749915373,0.41794269415756813,True,False,-7.0
121,6,False,0,-1,-1,ok,0.0,0.10179790623577606,False,False,
122,4,False,0,-1,0,instant_strong_emotion,0.4089822133640004,0.4089822133640004,False,True,
123,14,True,4,2,2,instant_strong_emotion,0.4044328339492991,0.42304198927933295,True,False,0.0
124,11,True,1,7,1,instant_strong_emotion,0.33521095277395285,0.33521095277395285,True,False,-6.0
125,18,True,2,14,5,instant_strong_emotion,0.23314619787263294,0.25377030894883257,True,False,-9.0
126,15,True,3,4,4,instant_strong_emotion,0.37886259340616446,0.41760446114442196,True,False,0.0
127,6,True,1,0,0,instant_strong_emotion,0.42788403614457826,0.42788403614457826,True,False,0.0
128,9,True,4,3,4,instant_strong_emotion,0.4081921606110726,0.42304198927933295,True,False,1.0
129,7,False,0,-1,1,instant_strong_emotion,0.27672350082988,0.27672350082988,False,True,
12,20,True,4,0,0,instant_strong_emotion,0.42304198927933295,0.42304198927933295,True,False,0.0
130,16,True,2,1,3,instant_strong_emotion,0.22260044000112614,0.2326639308167217,True,False,2.0
131,9,False,0,-1,-1,ok,0.0,0.1216949309181646,False,False,
132,18,True,1,9,9,instant_strong_emotion,0.41760446114442196,0.42197594075654377,True,False,0.0
133,13,True,1,12,12,instant_strong_emotion,0.2798422488867347,0.2798422488867347,True,False,0.0
134,3,True,1,2,2,instant_strong_emotion,0.41760446114442196,0.41760446114442196,True,False,0.0
135,5,False,0,-1,4,sustained_negative_trend,0.0998029588167086,0.19664632766762738,False,True,
136,1,False,0,-1,-1,ok,0.0,0.08066567570237679,False,False,
137,11,True,2,9,9,instant_strong_emotion,0.40439195264995453,0.40439195264995453,True,False,0.0
138,2,True,1,1,1,instant_strong_emotion,0.4044747227173696,0.4044747227173696,True,False,0.0
139,9,False,0,-1,0,instant_strong_emotion,0.23310861020087353,0.30014689256113675,False,True,
13,7,True,3,4,4,instant_strong_emotion,0.42202045518858394,0.42202045518858394,True,False,0.0
140,17,True,2,0,3,instant_strong_emotion,0.41777373290127,0.41777373290127,True,False,3.0
141,5,False,0,-1,-1,ok,0.0,0.1052052936520454,False,False,
142,2,False,0,-1,-1,ok,0.0,0.05020883528722375,False,False,
143,8,True,3,5,1,instant_strong_emotion,0.34902981009008743,0.34902981009008743,True,False,-4.0
144,13,True,8,0,0,instant_strong_emotion,0.3651813377332291,0.42197594075654377,True,False,0.0
145,10,False,0,-1,2,instant_strong_emotion,0.40470988986685325,0.40470988986685325,False,True,
146,5,False,0,-1,0,instant_strong_emotion,0.3105697630341319,0.3765295402395812,False,True,
147,9,True,4,1,0,instant_strong_emotion,0.21663209504054307,0.4081921606110726,True,False,-1.0
148,1,False,0,-1,-1,ok,0.0,0.09907794685502405,False,False,
149,3,False,0,-1,0,instant_strong_emotion,0.2557752037413422,0.37886259340616446,False,True,
14,10,False,0,-1,4,instant_strong_emotion,0.3638322055530318,0.3638322055530318,False,True,
150,6,True,1,1,1,instant_strong_emotion,0.414592136979687,0.41760446114442196,True,False,0.0
151,4,True,1,0,0,instant_strong_emotion,0.4044747227173696,0.4044747227173696,True,False,0.0
152,4,False,0,-1,0,instant_strong_emotion,0.3364753247085134,0.36287595534265826,False,True,
153,12,True,2,4,4,instant_strong_emotion,0.4210040149672871,0.4210040149672871,True,False,0.0
154,19,True,1,7,5,instant_strong_emotion,0.21371028844534742,0.40439195264995453,True,False,-2.0
155,8,True,2,0,1,instant_strong_emotion,0.4003824771773206,0.40439195264995453,True,False,1.0
156,16,True,3,6,2,instant_strong_emotion,0.4047987228321286,0.42326645729025625,True,False,-4.0
157,8,True,1,2,2,instant_strong_emotion,0.3952768503620359,0.3952768503620359,True,False,0.0
158,6,True,1,4,2,instant_strong_emotion,0.4088142501917488,0.4224026682736923,True,False,-2.0
159,2,True,2,0,-1,ok,0.0,0.13144282879867716,False,False,
15,6,True,1,5,0,instant_strong_emotion,0.3301641525896612,0.41760446114442196,True,False,-5.0
160,14,True,8,1,0,instant_strong_emotion,0.4105699454610048,0.4210040149672871,True,False,-1.0
161,11,False,0,-1,5,instant_strong_emotion,0.26192856106826395,0.26192856106826395,False,True,
162,6,True,1,5,0,instant_strong_emotion,0.40614334470989766,0.40614334470989766,True,False,-5.0
163,9,True,1,1,-1,ok,0.0,0.11807231281379288,False,False,
164,9,True,1,7,3,instant_strong_emotion,0.340667662057107,0.4044328339492991,True,False,-4.0
165,4,True,2,0,0,instant_strong_emotion,0.3673052740587321,0.3673052740587321,True,False,0.0
166,12,True,2,0,0,instant_strong_emotion,0.37619109590559724,0.37619109590559724,True,False,0.0
167,17,True,3,7,7,instant_strong_emotion,0.26192856106826395,0.42197594075654377,True,False,0.0
168,17,True,6,8,1,instant_strong_emotion,0.36807301487667665,0.42304198927933295,True,False,-7.0
169,14,True,7,1,2,instant_strong_emotion,0.41760446114442196,0.41760446114442196,True,False,1.0
16,9,True,1,8,1,instant_strong_emotion,0.40439195264995453,0.40439195264995453,True,False,-7.0
170,3,True,2,1,1,instant_strong_emotion,0.4003824771773206,0.4044742347943841,True,False,0.0
171,9,True,1,0,0,instant_strong_emotion,0.27557317650492497,0.2933554006811008,True,False,0.0
172,3,False,0,-1,1,instant_strong_emotion,0.36764122761848994,0.36764122761848994,False,True,
173,16,True,1,3,3,instant_strong_emotion,0.3367457499695835,0.44611199555927533,True,False,0.0
174,18,True,1,12,6,instant_strong_emotion,0.3944233960968351,0.4044747227173696,True,False,-6.0
175,20,True,11,2,4,instant_strong_emotion,0.45424808754491414,0.45424808754491414,True,False,2.0
176,2,False,0,-1,-1,ok,0.0,0.0460402894326553,False,False,
177,3,False,0,-1,-1,ok,0.0,0.1316164619954588,False,False,
178,9,True,1,6,1,instant_strong_emotion,0.28701553035119276,0.3504856771665123,True,False,-5.0
179,3,True,2,0,0,instant_strong_emotion,0.39787441854879885,0.39787441854879885,True,False,0.0
17,33,True,18,3,2,instant_strong_emotion,0.36828096905480584,0.44611199555927533,True,False,-1.0
180,10,True,2,8,8,instant_strong_emotion,0.3615881715241287,0.3615881715241287,True,False,0.0
181,5,False,0,-1,-1,ok,0.0,0.19588554022887428,False,False,
